training
lr, dw 0.0001 1e-07
test tensor(0.4775, grad_fn=<MeanBackward0>) dev tensor(0.0002, grad_fn=<SelectBackward>)
test tensor(0.4596, grad_fn=<MeanBackward0>) dev tensor(0.0002, grad_fn=<SelectBackward>)
test tensor(0.4385, grad_fn=<MeanBackward0>) dev tensor(0.0002, grad_fn=<SelectBackward>)
test tensor(0.4130, grad_fn=<MeanBackward0>) dev tensor(0.0003, grad_fn=<SelectBackward>)
test tensor(0.3860, grad_fn=<MeanBackward0>) dev tensor(0.0004, grad_fn=<SelectBackward>)
test tensor(0.3689, grad_fn=<MeanBackward0>) dev tensor(0.0003, grad_fn=<SelectBackward>)
test tensor(0.3496, grad_fn=<MeanBackward0>) dev tensor(0.0002, grad_fn=<SelectBackward>)
test tensor(0.3318, grad_fn=<MeanBackward0>) dev tensor(0.0001, grad_fn=<SelectBackward>)
test tensor(0.3108, grad_fn=<MeanBackward0>) dev tensor(0.0002, grad_fn=<SelectBackward>)
test tensor(0.2881, grad_fn=<MeanBackward0>) dev tensor(0.0002, grad_fn=<SelectBackward>)
test tensor(0.2667, grad_fn=<MeanBackward0>) dev tensor(0.0002, grad_fn=<SelectBackward>)
test tensor(0.2483, grad_fn=<MeanBackward0>) dev tensor(0.0002, grad_fn=<SelectBackward>)
test tensor(0.2342, grad_fn=<MeanBackward0>) dev tensor(8.8122e-05, grad_fn=<SelectBackward>)
test tensor(0.2169, grad_fn=<MeanBackward0>) dev tensor(7.9846e-05, grad_fn=<SelectBackward>)
test tensor(0.1970, grad_fn=<MeanBackward0>) dev tensor(0.0001, grad_fn=<SelectBackward>)
test tensor(0.1822, grad_fn=<MeanBackward0>) dev tensor(0.0001, grad_fn=<SelectBackward>)
test tensor(0.1663, grad_fn=<MeanBackward0>) dev tensor(0.0002, grad_fn=<SelectBackward>)
test tensor(0.1549, grad_fn=<MeanBackward0>) dev tensor(0.0001, grad_fn=<SelectBackward>)
test tensor(0.1429, grad_fn=<MeanBackward0>) dev tensor(9.5853e-05, grad_fn=<SelectBackward>)
lr, dw 0.0001 1e-07
test tensor(0.4175, grad_fn=<MeanBackward0>) dev tensor(0.0001, grad_fn=<SelectBackward>)
test tensor(0.3862, grad_fn=<MeanBackward0>) dev tensor(0.0003, grad_fn=<SelectBackward>)
test tensor(0.3624, grad_fn=<MeanBackward0>) dev tensor(0.0003, grad_fn=<SelectBackward>)
test tensor(0.3406, grad_fn=<MeanBackward0>) dev tensor(0.0002, grad_fn=<SelectBackward>)
test tensor(0.3218, grad_fn=<MeanBackward0>) dev tensor(0.0002, grad_fn=<SelectBackward>)
test tensor(0.2982, grad_fn=<MeanBackward0>) dev tensor(0.0003, grad_fn=<SelectBackward>)
lr, dw 0.0001 1e-07
test tensor(0.4618, grad_fn=<MeanBackward0>) dev tensor(0.0003, grad_fn=<SelectBackward>)
test tensor(0.4413, grad_fn=<MeanBackward0>) dev tensor(0.0003, grad_fn=<SelectBackward>)
test tensor(0.4298, grad_fn=<MeanBackward0>) dev tensor(0.0002, grad_fn=<SelectBackward>)
test tensor(0.3987, grad_fn=<MeanBackward0>) dev tensor(0.0003, grad_fn=<SelectBackward>)
test tensor(0.3831, grad_fn=<MeanBackward0>) dev tensor(0.0002, grad_fn=<SelectBackward>)
test tensor(0.3671, grad_fn=<MeanBackward0>) dev tensor(0.0002, grad_fn=<SelectBackward>)
test tensor(0.3388, grad_fn=<MeanBackward0>) dev tensor(0.0005, grad_fn=<SelectBackward>)
test tensor(0.3270, grad_fn=<MeanBackward0>) dev tensor(0.0003, grad_fn=<SelectBackward>)
lr, dw 0.0001 1e-07
test tensor(0.3728, grad_fn=<MeanBackward0>) dev tensor(0.0002, grad_fn=<SelectBackward>)
test tensor(0.3462, grad_fn=<MeanBackward0>) dev tensor(0.0003, grad_fn=<SelectBackward>)
test tensor(0.3250, grad_fn=<MeanBackward0>) dev tensor(0.0002, grad_fn=<SelectBackward>)
test tensor(0.3027, grad_fn=<MeanBackward0>) dev tensor(0.0002, grad_fn=<SelectBackward>)
test tensor(0.2827, grad_fn=<MeanBackward0>) dev tensor(0.0002, grad_fn=<SelectBackward>)
test tensor(0.2647, grad_fn=<MeanBackward0>) dev tensor(0.0001, grad_fn=<SelectBackward>)
test tensor(0.2460, grad_fn=<MeanBackward0>) dev tensor(0.0001, grad_fn=<SelectBackward>)
test tensor(0.2267, grad_fn=<MeanBackward0>) dev tensor(0.0002, grad_fn=<SelectBackward>)
test tensor(0.2112, grad_fn=<MeanBackward0>) dev tensor(0.0001, grad_fn=<SelectBackward>)
test tensor(0.1972, grad_fn=<MeanBackward0>) dev tensor(0.0001, grad_fn=<SelectBackward>)
test tensor(0.1816, grad_fn=<MeanBackward0>) dev tensor(7.7366e-05, grad_fn=<SelectBackward>)
test tensor(0.1671, grad_fn=<MeanBackward0>) dev tensor(0.0002, grad_fn=<SelectBackward>)
test tensor(0.1585, grad_fn=<MeanBackward0>) dev tensor(9.8419e-05, grad_fn=<SelectBackward>)
test tensor(0.1475, grad_fn=<MeanBackward0>) dev tensor(5.8144e-05, grad_fn=<SelectBackward>)
test tensor(0.1341, grad_fn=<MeanBackward0>) dev tensor(9.2996e-05, grad_fn=<SelectBackward>)
test tensor(0.1226, grad_fn=<MeanBackward0>) dev tensor(6.0955e-05, grad_fn=<SelectBackward>)
test tensor(0.1109, grad_fn=<MeanBackward0>) dev tensor(5.5902e-05, grad_fn=<SelectBackward>)
test tensor(0.0972, grad_fn=<MeanBackward0>) dev tensor(0.0003, grad_fn=<SelectBackward>)
test tensor(0.0895, grad_fn=<MeanBackward0>) dev tensor(0.0001, grad_fn=<SelectBackward>)
test tensor(0.0821, grad_fn=<MeanBackward0>) dev tensor(4.5631e-05, grad_fn=<SelectBackward>)
test tensor(0.0743, grad_fn=<MeanBackward0>) dev tensor(7.2867e-05, grad_fn=<SelectBackward>)
test tensor(0.0657, grad_fn=<MeanBackward0>) dev tensor(8.1917e-05, grad_fn=<SelectBackward>)
test tensor(0.0581, grad_fn=<MeanBackward0>) dev tensor(6.9429e-05, grad_fn=<SelectBackward>)
test tensor(0.0506, grad_fn=<MeanBackward0>) dev tensor(3.9244e-05, grad_fn=<SelectBackward>)
test tensor(0.0446, grad_fn=<MeanBackward0>) dev tensor(8.0168e-05, grad_fn=<SelectBackward>)
test tensor(0.0401, grad_fn=<MeanBackward0>) dev tensor(4.7460e-05, grad_fn=<SelectBackward>)
test tensor(0.0358, grad_fn=<MeanBackward0>) dev tensor(2.2661e-05, grad_fn=<SelectBackward>)
test tensor(0.0320, grad_fn=<MeanBackward0>) dev tensor(3.1483e-05, grad_fn=<SelectBackward>)
test tensor(0.0284, grad_fn=<MeanBackward0>) dev tensor(3.3288e-05, grad_fn=<SelectBackward>)
test tensor(0.0259, grad_fn=<MeanBackward0>) dev tensor(1.1101e-05, grad_fn=<SelectBackward>)
test tensor(0.0224, grad_fn=<MeanBackward0>) dev tensor(9.5556e-06, grad_fn=<SelectBackward>)
test tensor(0.0197, grad_fn=<MeanBackward0>) dev tensor(1.7209e-05, grad_fn=<SelectBackward>)
test tensor(0.0180, grad_fn=<MeanBackward0>) dev tensor(8.5334e-06, grad_fn=<SelectBackward>)
test tensor(0.0162, grad_fn=<MeanBackward0>) dev tensor(7.8157e-06, grad_fn=<SelectBackward>)
test tensor(0.0146, grad_fn=<MeanBackward0>) dev tensor(7.7184e-06, grad_fn=<SelectBackward>)
test tensor(0.0133, grad_fn=<MeanBackward0>) dev tensor(1.7121e-05, grad_fn=<SelectBackward>)
test tensor(0.0126, grad_fn=<MeanBackward0>) dev tensor(1.4625e-05, grad_fn=<SelectBackward>)
test tensor(0.0123, grad_fn=<MeanBackward0>) dev tensor(7.1783e-06, grad_fn=<SelectBackward>)
test tensor(0.0120, grad_fn=<MeanBackward0>) dev tensor(4.9705e-06, grad_fn=<SelectBackward>)
test tensor(0.0118, grad_fn=<MeanBackward0>) dev tensor(1.2626e-05, grad_fn=<SelectBackward>)
test tensor(0.0121, grad_fn=<MeanBackward0>) dev tensor(6.5893e-06, grad_fn=<SelectBackward>)
test tensor(0.0124, grad_fn=<MeanBackward0>) dev tensor(6.6270e-06, grad_fn=<SelectBackward>)
test tensor(0.0129, grad_fn=<MeanBackward0>) dev tensor(4.3151e-06, grad_fn=<SelectBackward>)
test tensor(0.0137, grad_fn=<MeanBackward0>) dev tensor(1.8003e-05, grad_fn=<SelectBackward>)
test tensor(0.0147, grad_fn=<MeanBackward0>) dev tensor(5.6105e-06, grad_fn=<SelectBackward>)
test tensor(0.0160, grad_fn=<MeanBackward0>) dev tensor(6.1303e-06, grad_fn=<SelectBackward>)
test tensor(0.0169, grad_fn=<MeanBackward0>) dev tensor(1.0175e-05, grad_fn=<SelectBackward>)
test tensor(0.0184, grad_fn=<MeanBackward0>) dev tensor(1.8233e-05, grad_fn=<SelectBackward>)
lr, dw 0.0001 1e-07
test tensor(0.3772, grad_fn=<MeanBackward0>) dev tensor(0.0003, grad_fn=<SelectBackward>)
test tensor(0.3512, grad_fn=<MeanBackward0>) dev tensor(0.0004, grad_fn=<SelectBackward>)
test tensor(0.3377, grad_fn=<MeanBackward0>) dev tensor(0.0001, grad_fn=<SelectBackward>)
test tensor(0.3126, grad_fn=<MeanBackward0>) dev tensor(0.0003, grad_fn=<SelectBackward>)
test tensor(0.2985, grad_fn=<MeanBackward0>) dev tensor(0.0002, grad_fn=<SelectBackward>)
test tensor(0.2815, grad_fn=<MeanBackward0>) dev tensor(0.0002, grad_fn=<SelectBackward>)
test tensor(0.2644, grad_fn=<MeanBackward0>) dev tensor(0.0002, grad_fn=<SelectBackward>)
test tensor(0.2477, grad_fn=<MeanBackward0>) dev tensor(0.0001, grad_fn=<SelectBackward>)
test tensor(0.2321, grad_fn=<MeanBackward0>) dev tensor(0.0001, grad_fn=<SelectBackward>)
test tensor(0.2155, grad_fn=<MeanBackward0>) dev tensor(0.0002, grad_fn=<SelectBackward>)
test tensor(0.1977, grad_fn=<MeanBackward0>) dev tensor(0.0002, grad_fn=<SelectBackward>)
test tensor(0.1839, grad_fn=<MeanBackward0>) dev tensor(0.0002, grad_fn=<SelectBackward>)
test tensor(0.1713, grad_fn=<MeanBackward0>) dev tensor(9.6797e-05, grad_fn=<SelectBackward>)
test tensor(0.1561, grad_fn=<MeanBackward0>) dev tensor(0.0001, grad_fn=<SelectBackward>)
test tensor(0.1464, grad_fn=<MeanBackward0>) dev tensor(4.8198e-05, grad_fn=<SelectBackward>)
test tensor(0.1320, grad_fn=<MeanBackward0>) dev tensor(6.7052e-05, grad_fn=<SelectBackward>)
test tensor(0.1186, grad_fn=<MeanBackward0>) dev tensor(5.2231e-05, grad_fn=<SelectBackward>)
test tensor(0.1095, grad_fn=<MeanBackward0>) dev tensor(3.6433e-05, grad_fn=<SelectBackward>)
test tensor(0.0992, grad_fn=<MeanBackward0>) dev tensor(3.9491e-05, grad_fn=<SelectBackward>)
test tensor(0.0888, grad_fn=<MeanBackward0>) dev tensor(5.6888e-05, grad_fn=<SelectBackward>)
test tensor(0.0817, grad_fn=<MeanBackward0>) dev tensor(2.7610e-05, grad_fn=<SelectBackward>)
test tensor(0.0721, grad_fn=<MeanBackward0>) dev tensor(4.5528e-05, grad_fn=<SelectBackward>)
test tensor(0.0622, grad_fn=<MeanBackward0>) dev tensor(0.0001, grad_fn=<SelectBackward>)
test tensor(0.0562, grad_fn=<MeanBackward0>) dev tensor(8.3025e-05, grad_fn=<SelectBackward>)
test tensor(0.0501, grad_fn=<MeanBackward0>) dev tensor(2.8527e-05, grad_fn=<SelectBackward>)
test tensor(0.0430, grad_fn=<MeanBackward0>) dev tensor(3.2835e-05, grad_fn=<SelectBackward>)
lr, dw 0.0001 1e-07
test tensor(0.4068, grad_fn=<MeanBackward0>) dev tensor(0.0004, grad_fn=<SelectBackward>)
test tensor(0.3765, grad_fn=<MeanBackward0>) dev tensor(0.0003, grad_fn=<SelectBackward>)
test tensor(0.3500, grad_fn=<MeanBackward0>) dev tensor(0.0002, grad_fn=<SelectBackward>)
test tensor(0.3187, grad_fn=<MeanBackward0>) dev tensor(0.0003, grad_fn=<SelectBackward>)
test tensor(0.3016, grad_fn=<MeanBackward0>) dev tensor(0.0001, grad_fn=<SelectBackward>)
test tensor(0.2714, grad_fn=<MeanBackward0>) dev tensor(0.0003, grad_fn=<SelectBackward>)
test tensor(0.2551, grad_fn=<MeanBackward0>) dev tensor(0.0001, grad_fn=<SelectBackward>)
